"Location"," Lat"," Ln",
"Bramois"," 46.2334172"," 7.4056447",
"Sion"," 46.2331221"," 7.360625999999999",
"Siviez Cleuson"," 46.1070335"," 7.323273700000001",
"Saviese"," 46.2511752"," 7.349158099999999",
"Arbaz"," 46.2717615"," 7.381039400000001",
"Saviese"," 46.2511752"," 7.349158099999999",
"Saviese"," 46.2511752"," 7.349158099999999",
"Vetroz Peteille"," 46.2257544"," 7.281970599999998",
"Ardon"," 46.2097412"," 7.257228599999999",
"Balavaud / Ardon"," 46.217467"," 7.26228",
"Stafel"," 46.0058456"," 7.6860887",
"Z'Mutt"," 46.0064719"," 7.717241500000001",
"Ferpecle"," 46.05990000000001"," 7.546950000000001",
"Arolla"," 46.0233657"," 7.481790500000001",
"Riddes"," 46.1731437"," 7.222514899999998",
"Fionnay"," 46.03286"," 7.307699999999999",
"Riddes"," 46.1731437"," 7.222514899999998",
"Riddes"," 46.1731437"," 7.222514899999998",
"Iserables"," 46.16251219999999"," 7.2444663",
"Les Pontets Riddes"," 46.1731437"," 7.222514899999998",
"Riddes Pied du Mont"," 46.1702887"," 7.226523",
"Fionnay Mauvoisin"," 46.03286"," 7.307699999999999",
"Fionnay"," 46.03286"," 7.307699999999999",
"Riddes Ecône"," 46.15612489999999"," 7.207144099999999",
"Leytron"," 46.1866297"," 7.208701500000001",
"Fully"," 46.1385386"," 7.1181106",
"Fully"," 46.1385386"," 7.1181106",
"Fully Les Garettes"," 46.2086498"," 7.376780999999999",
"Lac-Devant Sorniot"," 46.169349"," 7.094923",
"Champsec"," 46.05710999999999"," 7.242970000000001",
"Le Châble Bagnes"," 46.08014"," 7.21048",
"Bagnes Profray"," 46.0815654"," 7.2024992",
"Pas-du Lein"," 46.1107393"," 7.1592807",
"Volleges"," 46.0871799"," 7.1704747",
"L'Hospitalet"," 41.3661865"," 2.1164942",
"Bourg-St-Pierre La Delise"," 45.9449714"," 7.2162915",
"Liddes"," 45.9919529"," 7.1858196",
"Le Niollet Champex"," 46.0278595"," 7.116504399999999",
"Orsieres"," 46.0282108"," 7.147099499999999",
"Orsieres"," 46.0282108"," 7.147099499999999",
"Pt. de la Tsi / Liddes"," 45.9919529"," 7.1858196",
"Sembrancher Les Moulins"," 46.076873"," 7.154902499999999",
"Martigny-Bourg"," 46.09243499999999"," 7.068479",
"Martigny-Combe"," 46.083195"," 7.0487069",
"Le Châtelard"," 46.6774396"," 6.977985599999999",
"Le Châtelard"," 46.6774396"," 6.977985599999999",
"Vallorcine"," 46.033505"," 6.931817",
"Finhaut"," 46.08337"," 6.97688",
"Salvan Alpage de Barberine"," 46.0579552"," 6.9388248",
"Vallorcine"," 46.033505"," 6.931817",
"Vernayaz"," 46.13465"," 7.03959",
"Vernayaz"," 46.13465"," 7.03959",
"Martigny"," 46.1049798"," 7.075533399999999",
"Vernayaz"," 46.13465"," 7.03959",
"Vernayaz Mieville"," 46.1484661"," 7.0292761",
"Gietroz du Fond"," 45.9991992"," 7.383761499999999",
"Clusanfe"," 46.818188"," 8.227511999999999",
"Collonges"," 46.169781"," 7.033227",
"Evionnaz La Rasse"," 46.182888"," 7.0137136",
"Lavey"," 46.2207033"," 7.014481699999999",
"La Peuffeyre"," 46.2670446"," 7.057516",
"Bex"," 46.24998470000001"," 7.014266399999999",
"Bex"," 46.24998470000001"," 7.014266399999999",
"Le Bevieux"," 46.26098"," 7.02936",
"Etrivouez Grand Paradis"," 46.1616965"," 6.8596758",
"La Frassenaye Val d'Jlliez"," 46.18475859999999"," 6.896675",
"Monthey"," 46.2521873"," 6.9469598",
"Monthey Les Nants"," 46.252017"," 7.1104983",
"Monthey"," 46.2521873"," 6.9469598",
"Vionnaz Beffeux"," 46.3090098"," 6.8938362",
"Les Diablerets Le Plan"," 46.351389"," 7.158055999999999",
"Ormont-Dessous Le Pont"," 46.3475681"," 7.043092799999999",
"Ormont - Dessous Le Pont"," 46.3475681"," 7.043092799999999",
"Aigle En la Douve"," 46.3150334"," 6.9762993",
"Fontanney Les Farettes"," 46.818188"," 8.227511999999999",
"Les Farettes Aigle"," 46.3170855"," 6.984503399999999",
"Vouvry Haut du Village"," 46.3363829"," 6.891011199999999",
"Saint-Gingolph Vignolles"," 46.3881416"," 6.8114589",
"Veytaux Chillon"," 46.4142131"," 6.927492399999999",
"Montreux Sonzier"," 46.438925"," 6.921644",
"Les Planches Taulan"," 46.434211"," 6.915594",
"Rivaz"," 46.4764133"," 6.778613099999999",
"Aubonne"," 46.49532910000001"," 6.3918325",
"Lavigny"," 46.5012496"," 6.404400799999999",
"Geneve"," 46.2043907"," 6.1431577",
"Veyrier Vessy"," 46.1660489"," 6.178396999999999",
"Russin"," 46.1880652"," 6.013571900000001",
"Avully Chancy"," 46.1696093"," 6.0013782",
"Challex"," 46.181175"," 5.972054",
"Les Brenets La Rançonniere"," 47.0596349"," 6.705921",
"Les Planchettes"," 47.1064515"," 6.770286199999999",
"Les Planchettes"," 47.1064515"," 6.770286199999999",
"Echelles de la Mort"," 47.1862418"," 6.8721628",
"Le Noirmont"," 47.2256223"," 6.9572116",
"Bedretto Ossasco"," 46.51116520000001"," 8.5341506",
"Motti della Bolla"," 46.818188"," 8.227511999999999",
"Airolo"," 46.5286074"," 8.612374599999999",
"Cap.dei Morti"," 46.818188"," 8.227511999999999",
"Airolo Launc"," 46.5286074"," 8.612374599999999",
"Piotta"," 46.51329"," 8.67487",
"Piotta"," 46.51329"," 8.67487",
"Rodi-Fiesso"," 46.49073"," 8.73758",
"Prato Leventina P. di Masc."," 46.4829046"," 8.7567273",
"Faido"," 46.47821769999999"," 8.8009636",
"Dalpe"," 46.4773556"," 8.7728337",
"Lavorgo Nivo di Chironico"," 46.4347727"," 8.8421202",
"Chironico"," 46.4221504"," 8.8436177",
"Personico"," 46.3711388"," 8.9187102",
"Ghirone"," 46.57018"," 8.94309",
"Olivone"," 46.533333"," 8.95",
"Biasca"," 46.3580008"," 8.9704651",
"Mesocco Spina"," 46.4292721"," 9.2164769",
"Mesocco Spina"," 46.4292721"," 9.2164769",
"Mesocco Camou"," 46.4213858"," 9.2331001",
"Soazza"," 46.36493489999999"," 9.2243119",
"Lostallo Rura"," 46.31233"," 9.1956818",
"Piani di Verdabbio"," 46.2836072"," 9.1732325",
"Grono Oltra"," 46.2477371"," 9.1461813",
"Roveredo"," 46.23435019999999"," 9.1288093",
"Giubiasco"," 46.172106"," 9.010393299999999",
"Giubiasco"," 46.172106"," 9.010393299999999",
"Gordola"," 46.1809063"," 8.8608089",
"Tenero"," 46.1804632"," 8.8490614",
"Piano di Peccia"," 46.415"," 8.60759",
"Piano di Peccia"," 46.415"," 8.60759",
"Robiei"," 46.4458342"," 8.5162558",
"San Carlo"," 46.4103"," 8.52587",
"Broglio Corsgela in Lavizarra"," 46.38185559999999"," 8.666862799999999",
"Cavergno"," 46.3450894"," 8.6057293",
"Brissago"," 46.1200438"," 8.7112657",
"Brissago"," 46.1200438"," 8.7112657",
"Campo Vallemaggia"," 46.2887844"," 8.495915199999999",
"Cerentino Collinasca"," 46.304302"," 8.551171799999999",
"Someo Giumaglio"," 46.273889"," 8.681944",
"Palagnedra"," 46.1540359"," 8.6321672",
"Tegna Ponte Brolla"," 46.186706"," 8.7443382",
"Sonvico"," 46.0580636"," 8.9901808",
"Sigirino (Monteceneri)"," 46.1112872"," 8.9326382",
"Maroggia"," 45.9340548"," 8.971080599999999",
"Gabi"," 46.18405"," 8.07071",
"Gondo San Marco"," 46.1957797"," 8.1405466",
"Gondo Tannuwald"," 46.1512413"," 8.1065889",
"Poschiavo Alpe Palue"," 46.372778"," 10.025833",
"Poschiavo Bernina"," 46.3239301"," 10.0573467",
"Poschiavo Cavaglia"," 46.3662781"," 10.0423391",
"S. Carlo Robbia"," 46.34802639999999"," 10.0612305",
"San Carlo Pedecosta"," 46.3599"," 10.0751201",
"Campocologno"," 46.23235"," 10.13202",
"Campocologno"," 46.23235"," 10.13202",
"Casaccia"," 46.390997"," 9.666473",
"Casaccia"," 46.390997"," 9.666473",
"Plancanin"," 46.818188"," 8.227511999999999",
"Casaccia"," 46.390997"," 9.666473",
"Casaccia"," 46.390997"," 9.666473",
"Casaccia"," 46.390997"," 9.666473",
"Murtaira"," 46.818188"," 8.227511999999999",
"Bondo"," 46.3353876"," 9.5541649",
"Promontogno Gmde. Bregaglia"," 46.3353876"," 9.5541649",
"Castasegna"," 46.3333"," 9.5140999",
"Silvaplana"," 46.4599864"," 9.7955009",
"Scuol"," 46.7968716"," 10.2977381",
"Celerina"," 46.51233329999999"," 9.8589518",
"Roseg Samedan"," 46.4388267"," 9.8712089",
"Pontresina Morteratsch"," 46.4515691"," 9.9414932",
"Samedan"," 46.5339944"," 9.8729339",
"Madulain"," 46.5864909"," 9.9384813",
"Susch"," 46.7507975"," 10.0796664",
"Lavin"," 46.7679834"," 10.1107044",
"Guarda-Giarsun Gmd. Scuol"," 46.76989"," 10.14391",
"Ardez"," 46.7749013"," 10.2017095",
"Tarasp"," 46.7758856"," 10.2584949",
"Scuol"," 46.7968716"," 10.2977381",
"Strada"," 46.863281"," 10.4365953",
"Samnaun-Compatch"," 46.96028"," 10.40523",
"Samnaun-Compatsch"," 46.96028"," 10.40523",
"Zernez"," 46.7004905"," 10.0949083",
"Zernez"," 46.7004905"," 10.0949083",
"Zernez"," 46.7004905"," 10.0949083",
"Scuol"," 46.7968716"," 10.2977381",
"Martina"," 46.883333"," 10.466667",
"Nauders A"," 46.8888227"," 10.5002019",
"Prutz"," 47.07661909999999"," 10.6633174",
"Sta.Maria"," 46.6020161"," 10.4249076",
"Muestair Chasseras"," 46.6261772"," 10.445857",
