Anlage_Energieträger,Anlagentyp,Leistung [kW],Anlage_Inbetriebnahme,Anlage_PLZ,Anlage_Ort,Anlage_Kanton
Photovoltaik,Angebaute Anlage,91.8,19.03.15,9533,Dietschwil,SG
Photovoltaik,Angebaute Anlage,92,16.12.11,9602,Müselbach,SG
Photovoltaik,Angebaute Anlage,92,21.03.16,8704,Herrliberg,ZH
Photovoltaik,Angebaute Anlage,92.1,20.09.12,9126,Necker,SG
Photovoltaik,Angebaute Anlage,92.1,19.12.11,8908,Hedingen,ZH
Photovoltaik,Angebaute Anlage,92.1,22.12.11,9463,Oberriet,SG
Photovoltaik,Angebaute Anlage,92.2,23.09.11,8240,Thayngen,SH
Photovoltaik,Angebaute Anlage,92.2,17.12.13,4952,Eriswil,BE
Photovoltaik,Angebaute Anlage,92.4,02.12.13,9514,Wuppenau,TG
Photovoltaik,Angebaute Anlage,92.4,20.09.12,9213,Hauptwil,TG
Photovoltaik,Angebaute Anlage,92.4,30.12.13,7537,Müstair,GR
Photovoltaik,Angebaute Anlage,92.6,15.12.10,1847,Rennaz,VD
Photovoltaik,Angebaute Anlage,92.6,05.12.11,3754,Diemtigen,BE
Photovoltaik,Angebaute Anlage,92.6,18.10.13,6312,Steinhausen,ZG
Photovoltaik,Angebaute Anlage,92.8,22.12.16,6403,Küssnacht,SZ
Photovoltaik,Angebaute Anlage,92.8,10.08.11,3422,Kirchberg,BE
Photovoltaik,Integrierte Anlage,92.8,24.10.14,7524,Zuoz,GR
Photovoltaik,Angebaute Anlage,92.8,26.11.14,7503,Samedan,GR
Photovoltaik,Angebaute Anlage,92.9,01.09.11,4053,Basel,BS
Photovoltaik,Angebaute Anlage,92.9,26.06.15,8535,Herdern,TG
Photovoltaik,Angebaute Anlage,93,16.01.15,8808,Pfäffikon,SZ
Photovoltaik,Angebaute Anlage,93,16.01.15,8808,Pfäffikon,SZ
Photovoltaik,Angebaute Anlage,93,26.09.12,1463,Rovray,VD
Photovoltaik,Angebaute Anlage,93,11.09.12,4536,Attiswil,BE
Photovoltaik,Angebaute Anlage,93.1,31.12.13,2016,Cortaillod,NE
Photovoltaik,Angebaute Anlage,93.2,23.03.15,9652,Neu St. Johann,SG
Photovoltaik,Integrierte Anlage,93.3,03.04.12,6010,Kriens,LU
Photovoltaik,Angebaute Anlage,93.3,19.12.13,4524,Günsberg,SO
Photovoltaik,Integrierte Anlage,93.6,01.07.13,3773,Matten i/s,BE
Photovoltaik,Angebaute Anlage,93.6,29.02.12,4634,Wisen,SO
Photovoltaik,Angebaute Anlage,93.6,17.09.12,9444,Diepoldsau,SG
Photovoltaik,Integrierte Anlage,93.6,23.03.16,8866,Ziegelbrücke,GL
Photovoltaik,Angebaute Anlage,93.6,25.09.15,3703,Aeschi bei Spiez,BE
Photovoltaik,Angebaute Anlage,93.8,03.04.09,4543,Deitingen,SO
Photovoltaik,Integrierte Anlage,93.8,24.06.13,4633,Hauenstein,SO
Photovoltaik,Angebaute Anlage,93.9,16.12.11,3110,Münsingen,BE
Photovoltaik,Angebaute Anlage,94,23.12.11,8274,Tägerwilen,TG
Photovoltaik,Angebaute Anlage,94.1,05.12.14,8254,Basadingen,TG
Photovoltaik,Integrierte Anlage,94.1,04.09.12,3553,Gohl,BE
Photovoltaik,Angebaute Anlage,94.1,06.12.13,9514,Wuppenau,TG
Photovoltaik,Angebaute Anlage,94.1,28.12.11,3068,Utzigen,BE
Photovoltaik,Angebaute Anlage,94.2,05.12.11,3322,Schönbühl,BE
Photovoltaik,Angebaute Anlage,94.4,16.10.14,2747,Seehof,BE
Photovoltaik,Angebaute Anlage,94.4,02.09.15,5726,Unterkulm,AG
Photovoltaik,Angebaute Anlage,94.5,17.12.13,8580,Amriswil,TG
Photovoltaik,Angebaute Anlage,94.5,30.09.16,9100,Herisau,AR
Photovoltaik,Angebaute Anlage,94.6,19.12.11,8405,Winterthur,ZH
Photovoltaik,Angebaute Anlage,94.6,17.09.15,8555,Müllheim,TG
Photovoltaik,Angebaute Anlage,94.6,28.12.11,8274,Tägerwilen,TG
Photovoltaik,Angebaute Anlage,94.6,27.04.09,6248,Alberswil,LU
Photovoltaik,Integrierte Anlage,94.6,13.12.13,3049,Säriswil,BE
Photovoltaik,Angebaute Anlage,94.6,20.07.16,8512,Lustdorf,TG
Photovoltaik,Angebaute Anlage,94.7,15.12.11,3434,Landiswil,BE
Photovoltaik,Angebaute Anlage,95,22.08.12,8636,Wald,ZH
Photovoltaik,Angebaute Anlage,95,28.06.12,4715,Herbetswil,SO
Photovoltaik,Angebaute Anlage,95,31.03.15,3253,Schnottwil,SO
Photovoltaik,Angebaute Anlage,95.3,09.12.11,3629,Oppligen,BE
Photovoltaik,Angebaute Anlage,95.3,20.12.07,9410,Heiden,AR
Photovoltaik,Angebaute Anlage,95.4,18.12.13,7741,S. Carlo,GR
Photovoltaik,Angebaute Anlage,95.7,10.11.14,9100,Herisau,AR
Photovoltaik,Integrierte Anlage,95.7,18.04.12,3303,Münchringen,BE
Photovoltaik,Angebaute Anlage,95.8,21.12.07,9442,Büriswilen,SG
Photovoltaik,Angebaute Anlage,96.1,01.11.09,8953,Dietikon,ZH
Photovoltaik,Angebaute Anlage,96.2,20.02.09,3096,Oberbalm,BE
Photovoltaik,Angebaute Anlage,96.3,01.10.11,8514,Bissegg,TG
Photovoltaik,Angebaute Anlage,96.4,05.12.11,9469,Haag SG,SG
Photovoltaik,Angebaute Anlage,96.4,28.09.12,8195,Wasterkingen,ZH
Photovoltaik,Angebaute Anlage,96.5,25.03.09,3436,Zollbrück,BE
Photovoltaik,Angebaute Anlage,96.5,05.01.15,7148,Lumbrein,GR
Photovoltaik,Angebaute Anlage,96.7,18.11.13,6056,Kägiswil,OW
Photovoltaik,Angebaute Anlage,96.9,17.10.12,7452,Cunter,GR
Photovoltaik,Integrierte Anlage,97,23.12.11,3049,Säriswil,BE
Photovoltaik,Angebaute Anlage,97,28.06.12,6244,Nebikon LU,LU
Photovoltaik,Angebaute Anlage,97,12.12.11,1233,Bernex,GE
Photovoltaik,Angebaute Anlage,97.1,26.10.11,5504,Othmarsingen,AG
Photovoltaik,Integrierte Anlage,97.1,24.03.15,8840,Trachslau,SZ
Photovoltaik,Integrierte Anlage,97.2,21.07.09,1715,Alterswil,FR
Photovoltaik,Angebaute Anlage,97.2,14.03.12,9612,Dreien,SG
Photovoltaik,Angebaute Anlage,97.2,28.09.13,5406,Rütihof,AG
Photovoltaik,Angebaute Anlage,97.3,14.09.12,5085,Sulz,AG
Photovoltaik,Angebaute Anlage,97.8,19.08.13,6218,Ettiswil,LU
Photovoltaik,Angebaute Anlage,97.8,02.10.14,9313,Muolen,SG
Photovoltaik,Angebaute Anlage,97.8,23.03.15,4712,Laupersdorf,SO
Photovoltaik,Angebaute Anlage,97.8,14.06.13,8722,Kaltbrunn,SG
Photovoltaik,Angebaute Anlage,97.8,13.05.13,9472,Grabs,SG
Photovoltaik,Integrierte Anlage,97.8,11.08.11,1554,Sédeilles,VD
Photovoltaik,Angebaute Anlage,97.8,27.03.15,8561,Ottoberg,TG
Photovoltaik,Angebaute Anlage,97.9,20.11.13,5085,Sulz,AG
Photovoltaik,Angebaute Anlage,98,17.11.11,8411,Winterthur,ZH
Photovoltaik,Angebaute Anlage,98,27.02.12,8700,Küsnacht,ZH
Photovoltaik,Integrierte Anlage,98,13.05.11,6017,Ruswil,LU
Photovoltaik,Angebaute Anlage,98,14.07.11,6423,Seewen,SZ
Photovoltaik,Angebaute Anlage,98,30.09.15,1814,La Tour-de-Peilz,VD
Photovoltaik,Angebaute Anlage,98,14.09.12,3293,Dotzigen,BE
Photovoltaik,Integrierte Anlage,98,10.08.12,3373,Heimenhausen,BE
Photovoltaik,Angebaute Anlage,98,28.09.15,6263,Richenthal,LU
Photovoltaik,Angebaute Anlage,98.1,07.09.12,1341,L'Orient,VD
Photovoltaik,Angebaute Anlage,98.2,21.12.11,1754,Avry,FR
Photovoltaik,Angebaute Anlage,98.2,31.10.13,8335,Hittnau,ZH
Photovoltaik,Angebaute Anlage,98.3,13.11.14,5436,Würenlos,AG
Photovoltaik,Integrierte Anlage,98.3,24.11.11,4934,Madiswil,BE
Photovoltaik,Angebaute Anlage,98.3,01.09.09,8488,Turbenthal,ZH
Photovoltaik,Angebaute Anlage,98.5,04.11.11,9462,Montlingen,SG
Photovoltaik,Integrierte Anlage,98.5,17.12.14,5234,Villigen,AG
Photovoltaik,Angebaute Anlage,98.5,08.02.16,9306,Freidorf,TG
Photovoltaik,Integrierte Anlage,98.5,21.05.13,6274,Eschenbach,LU
Photovoltaik,Integrierte Anlage,98.6,25.09.12,4410,Liestal,BL
Photovoltaik,Integrierte Anlage,98.7,20.12.11,1470,Estavayer-le-Lac,FR
Photovoltaik,Integrierte Anlage,98.8,28.10.11,8934,Knonau,ZH
Photovoltaik,Integrierte Anlage,98.8,28.05.09,5734,Reinach,AG
Photovoltaik,Integrierte Anlage,99,25.02.16,1423,Romairon,VD
Photovoltaik,Angebaute Anlage,99,07.12.11,3054,Schüpfen,BE
Photovoltaik,Angebaute Anlage,99,03.05.13,8400,Winterthur,ZH
Photovoltaik,Angebaute Anlage,99.1,11.12.14,5234,Villigen,AG
Photovoltaik,Angebaute Anlage,99.1,22.02.12,5426,Lengnau,AG
Photovoltaik,Angebaute Anlage,99.2,03.08.12,3235,Erlach,BE
Photovoltaik,Angebaute Anlage,99.2,16.09.11,5722,Gränichen,AG
Photovoltaik,Angebaute Anlage,99.3,17.12.10,7001,Chur,GR
Photovoltaik,Angebaute Anlage,99.3,18.03.15,3049,Säriswil,BE
Photovoltaik,Angebaute Anlage,99.3,08.09.15,7247,Saas im Prättigau,GR
Photovoltaik,Integrierte Anlage,99.4,29.09.15,5107,Schinznach Dorf,AG
Photovoltaik,Angebaute Anlage,99.6,20.12.11,3173,Oberwangen,BE
Photovoltaik,Integrierte Anlage,99.6,25.09.15,9657,Unterwasser,SG
Photovoltaik,Angebaute Anlage,99.6,23.09.13,3700,Spiez,BE
Photovoltaik,Integrierte Anlage,99.7,24.09.12,3067,Boll,BE
Photovoltaik,Integrierte Anlage,99.7,20.09.12,1607,Palézieux-Village,VD
Photovoltaik,Angebaute Anlage,99.8,24.12.11,3465,Dürrenroth,BE
Photovoltaik,Integrierte Anlage,99.8,20.09.11,1167,Lussy-sur-Morges,VD
Photovoltaik,Angebaute Anlage,99.8,26.11.12,3305,Scheunen,BE
Photovoltaik,Integrierte Anlage,99.8,26.03.15,6170,Schüpfheim,LU
Photovoltaik,Integrierte Anlage,99.8,27.09.13,6045,Meggen,LU
Photovoltaik,Angebaute Anlage,99.8,18.12.13,4900,Langenthal,BE
Photovoltaik,Angebaute Anlage,99.8,17.09.15,3943,Eischoll,VS
Photovoltaik,Angebaute Anlage,99.9,28.09.11,6440,Brunnen,SZ
Photovoltaik,Integrierte Anlage,99.9,09.12.11,3267,Seedorf,BE
Photovoltaik,Angebaute Anlage,99.9,22.12.11,4539,Rumisberg,BE
Photovoltaik,Integrierte Anlage,99.9,17.03.15,5703,Seon,AG
Photovoltaik,Angebaute Anlage,100,11.07.16,9100,Herisau,AR
Photovoltaik,Angebaute Anlage,100,09.08.12,3204,Rosshäusern,BE
Photovoltaik,Integrierte Anlage,100,30.03.15,7535,Valchava,GR
Photovoltaik,Angebaute Anlage,100,12.12.13,9512,Rossrüti,SG
Photovoltaik,Angebaute Anlage,100.1,04.11.14,4626,Niederbuchsiten,SO
Photovoltaik,Angebaute Anlage,100.2,01.10.14,5317,Hettenschwil,AG
Photovoltaik,Angebaute Anlage,100.3,23.06.11,4460,Gelterkinden,BL
Photovoltaik,Integrierte Anlage,100.3,28.02.12,1713,St.Antoni,FR
Photovoltaik,Angebaute Anlage,100.4,24.03.09,3286,Muntelier,FR
Photovoltaik,Angebaute Anlage,100.4,21.08.14,6130,Willisau,LU
Photovoltaik,Angebaute Anlage,100.5,03.07.09,1753,Matran,FR
Photovoltaik,Angebaute Anlage,100.5,13.01.15,1713,St. Antoni,FR
Photovoltaik,Angebaute Anlage,100.5,30.09.15,6045,Meggen,LU
Photovoltaik,Angebaute Anlage,100.6,07.01.16,8926,Hauptikon,ZH
Photovoltaik,Angebaute Anlage,100.6,30.03.17,8702,Zollikon,ZH
Photovoltaik,Angebaute Anlage,100.7,20.12.11,8832,Wollerau,SZ
Photovoltaik,Angebaute Anlage,100.8,23.06.09,8335,Hittnau,ZH
Photovoltaik,Angebaute Anlage,100.8,25.02.12,2023,Gorgier,NE
Photovoltaik,Angebaute Anlage,100.8,24.03.16,4922,Bützberg,BE
Photovoltaik,Angebaute Anlage,100.8,04.07.16,8909,Zwillikon,ZH
Photovoltaik,Angebaute Anlage,100.9,18.06.10,6023,Rothenburg,LU
Photovoltaik,Angebaute Anlage,100.9,05.01.15,8162,Steinmaur,ZH
Photovoltaik,Integrierte Anlage,100.9,21.12.12,6416,Steinerberg,SZ
Photovoltaik,Angebaute Anlage,100.9,25.03.15,4313,Möhlin,AG
Photovoltaik,Angebaute Anlage,101,11.12.13,6850,Mendrisio,TI
Photovoltaik,Integrierte Anlage,101,28.09.15,6154,Hofstatt,LU
Photovoltaik,Integrierte Anlage,101.3,27.04.10,6418,Rothenthurm,SZ
Photovoltaik,Angebaute Anlage,101.4,18.06.13,8462,Rheinau,ZH
Photovoltaik,Angebaute Anlage,101.4,23.08.13,8610,Uster,ZH
Photovoltaik,Angebaute Anlage,101.5,18.03.15,3073,Gümligen,BE
Photovoltaik,Angebaute Anlage,101.5,29.11.11,4934,Madiswil,BE
Photovoltaik,Angebaute Anlage,101.6,04.12.13,6197,Schangnau,BE
Photovoltaik,Integrierte Anlage,101.6,18.06.10,3703,Aeschi bei Spiez,BE
Photovoltaik,Angebaute Anlage,101.7,08.08.12,8722,Kaltbrunn,SG
Photovoltaik,Angebaute Anlage,101.8,30.03.11,9475,Sevelen,SG
Photovoltaik,Angebaute Anlage,101.8,23.08.12,4106,Therwil,BL
Photovoltaik,Angebaute Anlage,101.8,25.09.12,3984,Fiesch,VS
Photovoltaik,Integrierte Anlage,101.9,13.12.13,8454,Buchberg,SH
Photovoltaik,Angebaute Anlage,101.9,02.01.15,9556,Affeltrangen,TG
Photovoltaik,Angebaute Anlage,102,20.04.12,4232,Fehren,SO
Photovoltaik,Angebaute Anlage,102,17.09.12,3215,Gempenach,FR
Photovoltaik,Integrierte Anlage,102.4,27.12.11,8906,Bonstetten,ZH
Photovoltaik,Angebaute Anlage,102.4,28.10.13,1860,Aigle,VD
Photovoltaik,Angebaute Anlage,102.4,24.02.12,9472,Grabs,SG
Photovoltaik,Angebaute Anlage,102.5,16.06.15,5316,Schlatt Leuggern,AG
Photovoltaik,Angebaute Anlage,102.7,04.06.10,9630,Wattwil,SG
Photovoltaik,Angebaute Anlage,102.7,14.05.08,1678,Sivieriez,FR
Photovoltaik,Angebaute Anlage,102.7,22.12.12,8633,Wolfhausen,ZH
Photovoltaik,Angebaute Anlage,102.7,05.06.14,1867,Ollon,VD
Photovoltaik,Angebaute Anlage,102.7,05.06.14,1867,Ollon,VD
Photovoltaik,Angebaute Anlage,103,30.03.16,3250,Lyss,BE
Photovoltaik,Angebaute Anlage,103,14.11.13,8309,Nürensdorf,ZH
Photovoltaik,Angebaute Anlage,103,21.03.17,8717,Benken,SG
Photovoltaik,Angebaute Anlage,103.2,31.03.17,9034,Eggersriet,SG
Photovoltaik,Angebaute Anlage,103.3,30.03.10,5018,Erlinsbach,AG
Photovoltaik,Angebaute Anlage,103.3,16.12.11,6246,Altishofen,LU
Photovoltaik,Integrierte Anlage,103.4,14.12.12,1122,Romanel-sur-Morges,VD
Photovoltaik,Angebaute Anlage,103.5,07.12.11,9116,Wolfertswil,SG
Photovoltaik,Angebaute Anlage,103.5,30.09.13,1806,St-Légier-La Chiésaz,VD
Photovoltaik,Angebaute Anlage,103.5,13.12.11,1040,Echallens,VD
Photovoltaik,Angebaute Anlage,103.6,27.09.13,6018,Buttisholz,LU
Photovoltaik,Angebaute Anlage,103.7,05.07.12,6222,Gunzwil,LU
Photovoltaik,Integrierte Anlage,104,16.12.10,8105,Watt,ZH
Photovoltaik,Angebaute Anlage,104,08.02.08,8370,Sirnach,TG
Photovoltaik,Angebaute Anlage,104,23.12.13,1020,Renens,VD
Photovoltaik,Angebaute Anlage,104,02.01.15,6053,Alpnachstad,OW
Photovoltaik,Angebaute Anlage,104,01.05.12,5102,Rupperswil,AG
Photovoltaik,Integrierte Anlage,104.2,21.11.12,1462,Yvonand,VD
Photovoltaik,Integrierte Anlage,104.7,18.12.13,8932,Mettmenstetten,ZH
Photovoltaik,Integrierte Anlage,104.7,26.10.11,9054,Haslen,AI
Photovoltaik,Angebaute Anlage,104.7,19.09.16,5624,Bünzen,AG
Photovoltaik,Angebaute Anlage,105,12.12.11,8916,Jonen,AG
Photovoltaik,Integrierte Anlage,105,22.11.11,1164,Buchillon,VD
Photovoltaik,Angebaute Anlage,105,02.09.13,6370,Oberdorf,NW
Photovoltaik,Integrierte Anlage,105,17.10.11,3663,Obergurzelen,BE
Photovoltaik,Angebaute Anlage,105,03.03.15,7215,Fanas,GR
Photovoltaik,Angebaute Anlage,105,20.12.12,3911,Ried-Brig,VS
Photovoltaik,Angebaute Anlage,105.1,25.04.12,9015,St. Gallen,SG
Photovoltaik,Angebaute Anlage,105.1,25.11.09,4912,Aarwangen,BE
Photovoltaik,Angebaute Anlage,105.3,15.06.12,5442,Fislisbach,AG
Photovoltaik,Integrierte Anlage,105.5,30.11.11,4629,Fulenbach,SO
Photovoltaik,Angebaute Anlage,105.5,05.12.11,4052,Basel,BS
Photovoltaik,Angebaute Anlage,105.5,08.12.11,1521,Curtilles,VD
Photovoltaik,Angebaute Anlage,105.6,18.10.12,1541,Bussy,FR
Photovoltaik,Angebaute Anlage,105.6,08.01.15,7154,Ruschein,GR
Photovoltaik,Angebaute Anlage,105.6,29.09.15,8344,Bäretswil,ZH
Photovoltaik,Integrierte Anlage,105.8,14.09.09,6006,Luzern,LU
Photovoltaik,Angebaute Anlage,105.9,16.02.12,3613,Steffisburg,BE
Photovoltaik,Angebaute Anlage,106,20.12.13,8370,Sirnach,TG
Photovoltaik,Angebaute Anlage,106.1,21.12.15,3997,Bellwald,VS
Photovoltaik,Angebaute Anlage,106.2,23.03.16,6044,Udligenswil,LU
Photovoltaik,Angebaute Anlage,106.5,17.08.09,3294,Büren an der Aare,BE
Photovoltaik,Integrierte Anlage,106.5,06.07.12,4937,Ursenbach,BE
Photovoltaik,Angebaute Anlage,107.1,30.01.15,9650,Nesslau,SG
Photovoltaik,Angebaute Anlage,107.2,13.03.17,8594,Güttingen,TG
Photovoltaik,Angebaute Anlage,107.2,20.07.11,9506,Lommis,TG
Photovoltaik,Integrierte Anlage,107.2,20.12.11,1720,Corminboeuf,FR
Photovoltaik,Angebaute Anlage,107.4,03.03.15,6283,Baldegg,LU
Photovoltaik,Angebaute Anlage,107.4,28.01.16,9108,Gontenbad,AI
Photovoltaik,Angebaute Anlage,107.4,10.02.11,4206,Seewen,SO
Photovoltaik,Angebaute Anlage,107.5,03.11.11,4623,Neuendorf,SO
Photovoltaik,Angebaute Anlage,107.5,23.12.11,8117,Fällanden,ZH
Photovoltaik,Angebaute Anlage,107.6,26.09.13,1806,St-Légier-La Chiésaz,VD
Photovoltaik,Integrierte Anlage,107.6,02.06.15,3777,Saanenmöser,BE
Photovoltaik,Angebaute Anlage,107.8,14.08.09,3148,Lanzenhausern,BE
Photovoltaik,Angebaute Anlage,107.8,20.12.11,4938,Rohrbach,BE
Photovoltaik,Angebaute Anlage,107.8,20.12.11,4938,Rohrbach,BE
Photovoltaik,Angebaute Anlage,107.9,24.09.15,1169,Yens,VD
Photovoltaik,Angebaute Anlage,107.9,13.11.14,6020,Emmenbrücke,LU
Photovoltaik,Integrierte Anlage,108,31.08.12,6331,Hünenberg,ZG
Photovoltaik,Integrierte Anlage,108.1,29.10.13,3034,Murzelen,BE
Photovoltaik,Integrierte Anlage,108.1,14.12.11,6162,Entlebuch,LU
Photovoltaik,Integrierte Anlage,108.1,14.12.11,6162,Entlebuch,LU
Photovoltaik,Angebaute Anlage,108.3,29.09.11,6440,Brunnen,SZ
Photovoltaik,Angebaute Anlage,108.4,11.06.15,6030,Ebikon,LU
Photovoltaik,Integrierte Anlage,108.6,14.12.11,6170,Schüpfheim,LU
Photovoltaik,Angebaute Anlage,108.7,16.05.13,8254,Basadingen,TG
Photovoltaik,Integrierte Anlage,108.9,29.02.12,6300,Zug,ZG
Photovoltaik,Angebaute Anlage,108.9,18.12.12,9535,Wilen,TG
Photovoltaik,Integrierte Anlage,109,11.11.11,3112,Allmendingen,BE
Photovoltaik,Angebaute Anlage,109,22.02.12,5636,Benzenschwil,AG
Photovoltaik,Angebaute Anlage,109.1,13.12.12,8232,Merishausen,SH
Photovoltaik,Angebaute Anlage,109.1,29.09.16,8615,Wermatswil,ZH
Photovoltaik,Angebaute Anlage,109.2,31.03.16,8919,Rottenschwil,AG
Photovoltaik,Angebaute Anlage,109.4,24.02.12,4056,Basel,BS
Photovoltaik,Angebaute Anlage,109.5,17.12.13,9450,Altstätten,SG
Photovoltaik,Integrierte Anlage,109.7,14.05.13,1773,Chandon,FR
Photovoltaik,Angebaute Anlage,109.8,29.05.09,1753,Matran,FR
Photovoltaik,Angebaute Anlage,109.9,21.05.10,6145,Fischbach,LU
Photovoltaik,Angebaute Anlage,110,28.10.13,6314,Unteraegeri,ZG
Photovoltaik,Angebaute Anlage,110,12.03.15,6214,Schenkon,LU
Photovoltaik,Angebaute Anlage,110,06.10.06,2525,Le Landeron,NE
Photovoltaik,Integrierte Anlage,110.1,19.12.11,4123,Allschwil,BL
Photovoltaik,Angebaute Anlage,110.2,10.12.12,9223,Schweizersholz,TG
Photovoltaik,Integrierte Anlage,110.2,27.02.12,6102,Malters,LU
Photovoltaik,Angebaute Anlage,110.2,14.05.14,8224,Löhningen,SH
Photovoltaik,Angebaute Anlage,110.3,07.01.15,8858,Innerthal,SZ
Photovoltaik,Angebaute Anlage,110.4,30.09.15,1904,Vernayaz,VS
Photovoltaik,Angebaute Anlage,110.5,13.07.15,1906,Charrat,VS
Photovoltaik,Integrierte Anlage,110.5,19.12.13,6026,Rain,LU
Photovoltaik,Angebaute Anlage,110.9,04.08.11,6203,Sempach-Station,LU
Photovoltaik,Angebaute Anlage,111.3,24.03.15,8902,Urdorf,ZH
Photovoltaik,Angebaute Anlage,111.3,21.03.17,8890,Flums,SG
Photovoltaik,Angebaute Anlage,111.3,24.12.15,3253,Schnottwil,SO
Photovoltaik,Angebaute Anlage,111.3,05.12.11,8570,Weinfelden,TG
Photovoltaik,Angebaute Anlage,111.4,26.06.12,4618,Boningen,SO
Photovoltaik,Angebaute Anlage,111.8,27.08.15,8405,Winterthur,ZH
Photovoltaik,Angebaute Anlage,111.8,02.10.14,8906,Bonstetten,ZH
Photovoltaik,Angebaute Anlage,112,23.12.10,9200,Gossau,SG
Photovoltaik,Angebaute Anlage,112.1,15.10.13,8376,Fischingen,TG
Photovoltaik,Integrierte Anlage,112.2,06.12.12,1584,Villars-le-Grand,VD
Photovoltaik,Angebaute Anlage,112.2,05.05.14,4310,Rheinfelden,AG
Photovoltaik,Angebaute Anlage,112.2,05.05.14,4310,Rheinfelden,AG
Photovoltaik,Angebaute Anlage,112.2,20.04.12,9556,Affeltrangen,TG
Photovoltaik,Angebaute Anlage,112.4,30.11.10,7215,Fanas,GR
Photovoltaik,Angebaute Anlage,112.4,14.12.09,9015,St.Gallen-Winkeln,SG
Photovoltaik,Integrierte Anlage,112.5,30.07.12,8404,Winterthur Reutlingen,ZH
Photovoltaik,Angebaute Anlage,112.9,24.09.15,7015,Tamins,GR
Photovoltaik,Angebaute Anlage,113,23.01.09,4147,Aesch,BL
Photovoltaik,Angebaute Anlage,113,17.03.16,8617,Mönchaltorf,ZH
Photovoltaik,Integrierte Anlage,113.1,12.06.13,1912,Leytron,VS
Photovoltaik,Angebaute Anlage,113.1,12.03.15,8815,Horgenberg,ZH
Photovoltaik,Angebaute Anlage,113.2,06.07.12,9413,Oberegg,AI
Photovoltaik,Angebaute Anlage,113.2,22.09.16,9243,Jonschwil,SG
Photovoltaik,Integrierte Anlage,113.2,12.12.13,8926,Kappel am Albis,ZH
Photovoltaik,Angebaute Anlage,113.4,20.11.13,8572,Berg,TG
Photovoltaik,Angebaute Anlage,113.4,30.05.12,8005,Zürich,ZH
Photovoltaik,Angebaute Anlage,113.4,10.09.12,9642,Ebnat-Kappel,SG
Photovoltaik,Angebaute Anlage,113.4,22.03.16,9436,Balgach,SG
Photovoltaik,Integrierte Anlage,113.5,24.08.11,8934,Knonau,ZH
Photovoltaik,Integrierte Anlage,113.8,25.10.12,9042,Speicher,AR
Photovoltaik,Angebaute Anlage,113.8,04.06.12,3946,Turtmann,VS
Photovoltaik,Angebaute Anlage,114,22.12.11,8355,Aadorf,TG
Photovoltaik,Angebaute Anlage,114.1,13.09.12,8525,Niederneunforn,TG
Photovoltaik,Angebaute Anlage,114.3,25.06.15,3608,Thun,BE
Photovoltaik,Angebaute Anlage,114.3,25.06.15,3608,Thun,BE
Photovoltaik,Angebaute Anlage,114.4,14.09.12,9306,Freidorf,TG
Photovoltaik,Angebaute Anlage,114.5,29.09.15,6592,S. Antonino,TI
Photovoltaik,Integrierte Anlage,114.6,29.11.13,3036,Detligen,BE
Photovoltaik,Angebaute Anlage,114.7,06.09.11,3233,Tschugg,BE
Photovoltaik,Angebaute Anlage,114.8,09.01.15,8413,Neftenbach,ZH
Photovoltaik,Integrierte Anlage,114.8,30.12.11,3421,Lyssach,BE
Photovoltaik,Angebaute Anlage,114.9,27.01.12,8152,Opfikon,ZH
Photovoltaik,Angebaute Anlage,115.1,19.10.11,8216,Oberhallau,SH
Photovoltaik,Integrierte Anlage,115.1,04.01.11,1696,Vuisternens-en-Ogoz,FR
Photovoltaik,Angebaute Anlage,115.1,01.05.10,3555,Trubschachen,BE
Photovoltaik,Angebaute Anlage,115.2,10.02.15,6210,Sursee,LU
Photovoltaik,Angebaute Anlage,115.2,25.09.15,7141,Luven,GR
Photovoltaik,Angebaute Anlage,115.3,09.09.15,7423,Sarn,GR
Photovoltaik,Angebaute Anlage,115.4,27.03.15,8756,Mitlödi,GL
Photovoltaik,Angebaute Anlage,115.8,04.09.12,1716,Plaffeien,FR
Photovoltaik,Angebaute Anlage,116,31.03.10,4310,Rheinfelden,AG
Photovoltaik,Angebaute Anlage,116,28.06.12,6060,Sarnen,OW
Photovoltaik,Angebaute Anlage,116.1,24.11.11,4658,Däniken,SO
Photovoltaik,Integrierte Anlage,116.2,28.08.12,1304,Dizy,VD
Photovoltaik,Angebaute Anlage,116.2,01.03.10,9230,Flawil,SG
Photovoltaik,Angebaute Anlage,116.3,19.07.13,3613,Steffisburg,BE
Photovoltaik,Angebaute Anlage,116.5,20.12.13,6345,Neuheim,ZG
Photovoltaik,Angebaute Anlage,116.5,04.07.12,9502,Braunau,TG
Photovoltaik,Angebaute Anlage,116.6,12.11.12,3473,Alchenstorf,BE
Photovoltaik,Angebaute Anlage,116.6,18.12.12,1070,Puidoux,VD
Photovoltaik,Angebaute Anlage,116.7,17.03.08,5625,Kallern,AG
Photovoltaik,Angebaute Anlage,116.7,21.03.16,9562,Buch bei Märwil,TG
Photovoltaik,Angebaute Anlage,116.8,05.02.15,6300,Zug,ZG
Photovoltaik,Angebaute Anlage,116.8,05.02.15,6300,Zug,ZG
Photovoltaik,Integrierte Anlage,116.9,27.09.13,6018,Buttisholz,LU
Photovoltaik,Angebaute Anlage,117,27.03.09,3086,Zimmerwald,BE
Photovoltaik,Angebaute Anlage,117.5,29.09.16,6074,Giswil,OW
